"ï..internet","netdome","abortion","buyamer","condoms1","deathpen","goodeduc","gun","marijuan","moreinc","politics","pollut","sexmarr","liberal","age","educ","emplmerg","income","sex","citysize"
"1276",1,4,6,2,6,6,4,3,6,2,3,6,6,5,50,4,4,2,1,4
"1277",2,2,4,4,5,2,3,4,3,4,4,4,3,4,52,3,1,5,1,4
"1278",1,4,5,2,2,6,3,3,3,4,2,3,2,3,41,3,1,8,1,3
"1279",1,5,3,5,2,4,3,2,2,3,2,3,2,3,37,3,1,5,1,1
"1280",2,1,6,6,2,6,5,1,5,5,6,4,6,4,19,3,2,6,1,3
"1281",1,6,1,6,1,4,1,1,1,1,1,4,1,2,63,3,3,4,2,2
"1282",1,6,2,5,1,6,2,1,1,1,5,1,1,3,60,3,4,1,2,4
"1283",1,6,6,5,3,6,1,6,6,4,3,4,1,2,59,4,3,12,1,2
"1284",1,5,1,6,1,6,5,5,2,3,3,6,1,3,67,4,3,8,1,2
"1285",1,4,4,4,5,2,5,2,4,3,4,3,5,3,48,4,1,8,2,3
"1286",1,6,5,3,5,6,6,2,1,5,1,1,1,3,26,4,1,9,1,4
"1287",1,1,5,5,3,6,2,4,4,3,5,3,3,2,44,5,4,1,1,3
"1288",1,5,3,4,4,4,2,3,2,5,2,3,2,2,26,4,4,2,2,4
"1289",1,3,3,6,1,1,4,1,1,4,4,4,1,2,73,3,4,5,2,2
"1290",1,5,1,6,6,6,1,2,1,4,1,5,4,3,60,4,1,9,2,2
"1291",1,2,1,4,4,6,3,4,6,5,6,4,2,3,30,4,1,8,1,3
"1292",2,1,1,4,5,6,1,2,1,4,3,5,1,3,28,5,1,9,1,4
"1293",1,1,6,5,5,6,3,5,4,4,4,3,3,2,77,4,3,6,1,3
"1294",1,6,6,5,5,4,6,1,1,1,3,4,6,NA,88,2,3,NA,1,4
"1295",2,1,6,3,5,6,3,2,4,5,3,4,5,4,26,5,1,9,1,4
"1296",1,6,1,6,5,4,5,5,2,3,1,5,1,3,27,2,1,5,1,4
"1297",1,6,2,6,4,1,1,1,1,2,3,5,1,2,63,5,1,7,2,3
"1298",2,1,4,1,6,6,4,1,1,6,5,5,6,5,31,4,1,9,1,4
"1299",2,1,6,4,5,2,3,1,4,3,4,6,6,5,47,6,1,15,2,4
"1300",1,2,2,5,3,3,NA,1,1,3,1,3,4,4,32,3,4,1,2,4
"1301",1,2,5,5,4,5,4,4,3,5,4,5,3,3,31,4,1,6,1,2
"1302",2,2,1,4,3,6,4,3,3,6,6,5,4,1,24,5,1,5,1,1
"1303",2,1,6,4,6,NA,NA,NA,NA,NA,NA,5,NA,5,26,4,1,5,2,3
"1304",2,2,2,3,4,4,1,3,2,6,2,3,1,2,29,4,1,7,2,4
"1305",1,1,5,5,5,4,1,1,1,6,2,2,1,3,31,5,1,10,2,3
"1306",1,1,6,5,4,6,1,1,4,6,2,3,4,3,27,6,1,10,2,4
"1307",1,2,6,5,5,1,5,1,1,4,4,6,1,3,78,4,3,2,2,3
"1308",1,3,1,4,1,6,4,1,1,2,1,5,1,3,27,4,1,NA,1,4
"1309",1,2,5,4,5,4,2,2,4,5,3,4,4,3,43,4,1,12,1,1
"1310",1,4,5,6,5,5,3,2,2,4,4,5,3,2,27,4,1,6,2,1
"1311",1,1,1,3,3,4,5,6,6,4,6,5,1,3,41,4,1,3,1,2
"1312",1,5,3,6,5,6,3,6,4,6,2,6,1,2,34,4,1,11,1,1
"1313",1,1,1,3,1,4,4,3,4,4,3,4,4,1,26,3,4,1,1,3
"1314",1,2,4,3,4,2,3,3,1,4,3,4,3,3,38,5,1,7,2,3
"1315",1,5,1,2,4,3,1,3,1,5,4,4,4,3,27,3,2,1,2,3
"1316",1,1,4,1,4,5,5,5,3,6,1,4,5,3,28,4,1,5,2,4
"1317",1,5,4,6,4,5,5,3,4,6,2,5,4,4,37,4,1,10,1,3
"1318",1,1,6,6,6,6,3,1,6,6,4,4,6,3,30,3,1,4,2,3
"1319",1,1,6,5,1,6,6,1,1,6,2,2,5,2,43,6,1,15,2,4
"1320",1,2,6,4,5,6,2,1,5,6,4,5,4,3,35,3,1,11,2,3
"1321",1,5,3,6,3,6,4,6,3,3,5,3,1,2,70,5,3,12,1,3
"1322",2,1,4,1,3,5,6,1,3,6,3,5,4,3,28,4,1,10,2,4
"1323",2,1,5,5,4,6,4,1,5,4,3,5,3,NA,49,4,1,NA,1,4
"1324",1,1,3,2,2,6,3,2,1,5,3,5,2,2,32,4,1,12,1,4
"1325",1,4,4,5,5,4,2,4,2,5,3,3,4,2,41,4,1,4,1,1
"1326",1,6,4,5,1,6,3,1,1,1,6,5,1,2,68,4,3,13,2,4
"1327",1,3,2,5,4,5,3,2,1,5,2,3,4,3,42,4,1,7,2,1
"1328",1,4,2,5,1,1,1,1,1,3,6,4,6,2,41,4,2,10,2,2
"1329",1,2,6,4,4,4,4,3,4,6,4,4,4,5,28,4,1,7,2,4
"1330",NA,1,1,2,1,4,4,1,1,5,1,4,1,2,42,5,1,15,1,3
"1331",2,1,5,6,3,5,3,1,3,4,2,4,3,3,44,3,1,15,1,4
"1332",2,2,1,3,5,5,5,1,2,2,2,5,1,3,63,4,3,14,2,1
"1333",1,5,3,5,2,5,5,1,1,3,5,5,1,2,54,4,4,14,2,3
"1334",1,4,1,3,4,1,4,2,3,4,1,5,1,1,29,3,4,1,2,1
"1335",1,4,4,4,4,4,3,1,1,5,4,4,4,3,51,3,1,7,1,3
"1336",1,3,6,5,3,4,3,1,5,3,5,3,1,2,65,3,1,12,2,4
"1337",1,1,6,5,2,6,2,1,6,6,1,5,1,4,29,3,1,11,2,4
"1338",2,1,6,4,6,1,3,1,4,6,6,4,6,3,37,6,2,12,2,4
"1339",2,1,2,5,4,3,4,1,1,2,1,4,1,4,67,3,1,14,2,3
"1340",2,1,6,5,3,5,3,3,3,4,1,4,3,3,27,6,1,9,1,4
"1341",1,3,5,4,5,6,3,2,1,5,3,4,1,2,56,4,1,11,1,1
"1342",1,6,6,5,3,5,3,6,1,3,2,3,3,2,50,4,1,8,2,4
"1343",2,1,1,6,1,6,4,1,1,5,3,3,1,2,44,5,1,13,1,3
"1344",2,1,6,4,4,5,4,1,4,5,2,5,4,3,37,3,1,7,2,4
"1345",1,6,2,2,2,4,5,4,1,5,5,5,5,2,42,3,1,3,2,3
"1346",1,4,1,4,5,4,4,3,2,6,2,2,2,3,32,3,4,1,2,3
"1347",1,4,1,4,1,6,5,6,1,6,4,1,1,5,52,3,1,4,1,1
"1348",1,1,3,6,1,4,1,2,1,3,1,3,4,2,39,4,1,10,2,1
"1349",1,6,6,4,6,4,1,1,1,3,2,4,1,3,53,4,4,2,2,4
"1350",1,1,5,4,4,3,4,1,4,3,1,1,3,3,40,5,1,12,1,3
"1351",1,5,1,4,5,5,4,2,NA,5,1,3,1,2,34,3,2,9,2,3
"1352",2,2,3,4,3,3,2,5,5,6,5,3,3,2,28,6,4,1,1,2
"1353",1,4,1,6,1,1,3,6,1,5,5,2,1,3,30,2,1,11,1,4
"1354",2,2,1,3,2,5,2,1,2,5,4,4,2,3,35,5,1,12,1,4
"1355",2,2,1,5,1,6,5,6,1,1,2,4,1,NA,69,3,3,NA,1,2
"1356",1,6,6,4,4,6,5,1,1,5,2,6,4,4,37,4,4,9,2,2
"1357",2,1,5,4,1,5,4,1,3,4,1,4,5,3,40,5,1,10,1,4
"1358",1,5,1,5,1,6,5,6,1,3,4,2,1,1,54,6,1,15,1,1
"1359",1,2,1,5,1,6,3,4,1,5,5,2,1,2,42,4,1,11,1,4
"1360",2,1,5,5,2,5,3,1,2,5,5,6,5,3,33,6,1,15,1,2
"1361",2,1,6,3,5,6,4,1,3,5,6,4,5,3,58,6,1,14,1,4
"1362",1,2,3,5,4,4,3,1,1,5,2,4,2,3,36,3,1,13,1,3
"1363",2,1,5,5,2,6,4,1,4,5,5,2,3,2,50,4,2,4,1,1
"1364",1,2,6,6,1,6,1,1,1,4,4,2,1,4,51,5,1,15,2,4
"1365",1,6,6,5,2,2,5,1,5,2,5,5,5,2,69,5,3,1,1,4
"1366",1,5,6,6,4,6,3,6,4,5,3,3,6,3,44,3,1,12,1,2
"1367",1,6,1,6,1,3,5,5,6,4,1,1,1,3,52,3,3,1,1,2
"1368",1,3,6,4,2,6,2,1,2,1,4,4,4,2,70,4,3,6,2,2
"1369",1,1,6,4,6,4,3,1,4,5,4,6,5,4,36,6,1,14,2,4
"1370",2,3,1,5,1,6,1,1,1,6,3,2,1,2,57,6,1,10,1,4
"1371",1,2,2,5,2,6,2,6,2,2,5,6,1,2,58,3,1,8,1,1
"1372",2,2,5,3,4,5,1,1,3,5,4,3,2,3,36,3,2,13,2,3
"1373",1,6,6,6,1,2,5,1,1,5,4,4,1,2,77,3,3,4,1,3
"1374",2,2,1,6,3,2,3,5,5,6,2,2,1,2,42,4,1,10,1,4
"1375",1,1,5,2,6,6,1,3,4,5,6,3,6,2,37,5,1,10,1,4
"1376",2,1,1,6,1,6,1,1,1,5,1,4,1,2,36,3,1,5,2,3
"1377",2,1,6,5,3,6,3,6,5,6,6,3,3,3,46,3,4,11,2,4
"1378",NA,4,4,5,4,5,4,4,1,5,4,4,1,2,53,3,1,11,2,2
"1379",1,2,2,2,1,5,2,1,1,1,3,2,1,3,75,6,3,6,1,4
"1380",1,1,4,1,3,6,1,1,4,5,1,5,1,3,40,6,1,7,2,4
"1381",1,6,5,5,4,5,3,4,5,1,4,4,4,1,60,3,1,4,2,1
"1382",1,5,5,3,4,4,2,2,4,6,3,3,4,4,25,2,1,13,1,4
"1383",1,6,NA,NA,NA,NA,NA,1,NA,5,1,4,NA,NA,61,2,2,NA,2,3
"1384",1,4,6,4,4,6,1,1,1,6,4,4,5,4,70,6,3,12,2,4
"1385",2,1,6,3,5,5,3,1,6,6,6,6,6,5,43,5,1,15,1,4
"1386",1,6,5,5,6,6,2,2,5,5,4,3,1,4,41,3,1,10,1,3
"1387",1,4,5,4,3,1,4,1,1,6,4,4,6,2,37,4,2,1,1,3
"1388",1,4,1,4,1,1,2,1,1,3,2,2,1,2,20,3,4,1,2,1
"1389",1,4,6,6,5,6,5,6,6,4,5,3,1,2,39,3,1,6,1,2
"1390",1,6,2,4,1,6,5,2,1,5,1,5,1,3,51,4,1,4,2,4
"1391",2,1,6,5,5,6,4,3,5,5,4,4,6,2,52,3,1,15,2,3
"1392",1,6,5,2,3,2,2,5,1,3,5,2,2,2,78,4,3,NA,2,3
"1393",1,5,5,5,2,6,2,5,3,4,4,5,2,3,52,5,1,15,1,1
"1394",2,2,6,2,6,6,2,1,1,5,3,5,1,3,31,5,2,11,2,4
"1395",2,1,4,6,1,5,5,1,1,3,4,4,1,3,58,5,3,10,2,3
"1396",1,5,4,5,6,4,4,2,2,2,5,5,4,4,65,5,1,8,2,3
"1397",1,2,2,4,2,5,2,3,1,6,2,3,1,2,31,4,1,7,1,4
"1398",1,4,1,6,1,2,5,1,2,4,1,2,2,3,50,4,4,13,2,3
"1399",1,3,5,4,4,4,3,4,4,5,4,2,1,2,70,6,3,15,1,4
"1400",1,3,5,3,4,3,3,2,3,4,5,5,5,3,51,4,1,NA,1,3
"1401",NA,1,1,4,1,6,4,5,1,5,2,2,1,1,53,4,1,12,2,4
"1402",1,2,NA,5,2,2,2,1,1,6,4,3,1,NA,48,4,1,1,2,2
"1403",2,1,1,5,4,2,4,3,4,4,5,4,3,4,30,6,1,5,1,1
"1404",1,6,1,6,5,1,1,6,6,6,6,6,1,3,70,2,2,10,1,2
"1405",1,1,2,5,1,6,1,3,4,4,2,4,1,3,32,3,1,13,2,3
"1406",1,6,5,6,6,3,2,1,5,4,4,5,NA,4,71,4,1,5,1,3
"1407",2,1,6,4,5,5,2,1,5,5,5,4,6,4,33,6,1,11,1,4
"1408",1,4,5,2,4,5,3,3,3,2,1,3,4,3,30,3,1,9,1,2
"1409",1,3,5,3,4,1,2,1,4,3,3,5,6,4,40,6,1,6,2,3
"1410",1,1,6,5,6,4,2,2,1,3,2,4,3,3,25,3,1,8,2,3
"1411",2,2,1,2,1,3,2,2,1,5,5,4,1,2,31,5,1,15,1,3
"1412",2,2,6,3,5,1,3,1,4,3,4,4,6,4,47,5,1,15,2,1
"1413",1,3,6,6,6,6,5,4,5,4,1,6,2,NA,33,4,1,NA,1,3
"1414",1,1,1,4,3,3,5,1,1,5,3,5,3,2,28,4,4,3,2,4
"1415",1,4,3,5,5,6,4,1,1,5,1,4,3,3,31,3,1,7,2,2
"1416",1,4,5,4,5,6,6,4,4,3,3,3,4,4,30,4,1,7,2,3
"1417",1,3,6,1,3,5,2,2,3,4,4,5,5,3,47,5,1,12,1,3
"1418",1,4,2,6,5,2,2,3,1,5,1,4,1,2,36,4,1,1,2,1
"1419",2,1,5,5,1,6,2,1,5,6,1,3,1,2,36,3,1,13,1,2
"1420",1,4,1,6,1,2,1,4,1,6,1,4,1,3,42,4,1,12,2,2
"1421",1,5,4,5,3,4,4,3,3,5,4,4,3,2,40,3,1,10,2,4
"1422",1,1,1,6,1,5,6,4,1,3,2,2,1,3,50,3,2,5,2,4
"1423",2,1,5,5,5,3,1,1,6,3,2,6,6,4,41,3,1,14,2,1
"1424",1,3,4,5,3,5,5,4,5,3,1,1,1,3,33,6,1,6,1,2
"1425",1,3,6,6,5,6,3,4,4,3,4,5,3,3,38,4,1,10,2,3
"1426",1,5,4,5,3,2,3,1,3,6,1,3,3,2,25,3,1,2,2,2
"1427",1,3,3,5,3,6,5,6,4,6,3,1,1,1,67,4,3,11,1,4
"1428",1,1,3,4,4,4,4,3,2,5,2,3,3,2,36,4,1,3,2,1
"1429",2,1,6,3,4,6,1,1,6,3,1,4,4,NA,47,5,1,NA,1,4
"1430",1,3,4,4,5,5,3,3,1,3,2,3,2,2,55,6,2,5,1,4
"1431",1,5,4,4,4,4,4,1,2,2,4,5,1,3,64,4,3,NA,2,4
"1432",1,2,5,5,5,6,5,4,5,6,2,5,6,5,26,3,1,7,2,1
"1433",1,1,4,6,4,6,4,4,1,5,2,4,6,2,64,3,2,4,1,4
"1434",1,1,1,1,1,5,5,5,1,5,5,1,1,1,46,3,1,2,1,3
"1435",2,2,2,5,5,6,2,2,4,3,4,3,3,2,43,4,1,13,1,4
"1436",1,3,5,3,5,3,2,1,2,2,5,4,5,3,74,6,3,12,2,4
"1437",1,6,6,6,6,6,6,6,6,6,6,4,1,1,39,3,1,1,1,2
"1438",1,2,5,3,5,2,4,2,5,5,5,5,4,NA,77,4,3,NA,1,1
"1439",1,6,1,5,1,1,5,1,1,1,1,5,1,3,72,4,3,2,2,2
"1440",1,3,4,4,5,4,2,1,2,4,4,4,3,3,36,4,1,1,2,1
"1441",2,1,1,1,1,6,3,5,4,6,4,1,4,2,30,4,1,11,1,2
"1442",1,5,4,4,2,2,2,1,1,4,3,4,3,4,40,4,1,3,1,3
"1443",NA,1,6,6,6,4,3,1,6,2,3,1,1,5,57,2,1,NA,2,4
"1444",2,1,4,4,4,4,3,3,4,4,4,4,3,2,48,6,1,12,1,4
"1445",2,2,4,5,4,6,4,4,3,4,5,4,1,2,50,4,1,13,2,4
"1446",1,1,5,4,6,1,1,1,4,4,4,4,3,4,42,6,1,4,2,3
"1447",1,3,1,5,2,2,2,2,1,2,1,3,1,2,35,3,1,3,2,1
"1448",1,1,6,6,6,6,1,1,1,6,5,6,1,4,45,4,1,7,2,3
"1449",2,1,3,4,1,6,4,6,6,3,5,1,1,1,42,4,1,9,1,4
"1450",1,2,4,5,4,2,1,4,1,2,2,3,2,2,54,6,1,14,1,2
"1451",1,2,1,5,1,6,6,1,1,3,3,2,1,1,43,5,4,11,2,3
"1452",2,2,3,6,2,3,4,1,1,4,2,4,1,1,44,4,2,8,2,1
"1453",2,1,4,5,5,6,3,5,5,4,5,5,4,4,50,5,1,12,1,3
"1454",1,5,6,2,2,3,1,1,1,4,4,6,2,4,76,4,4,9,2,3
"1455",1,1,6,4,2,5,3,1,5,6,5,2,1,2,33,5,1,9,2,4
"1456",1,1,1,4,1,6,1,1,1,4,5,4,1,3,39,5,1,5,2,3
"1457",1,2,6,5,6,6,3,1,5,5,4,4,5,3,46,4,1,11,2,4
"1458",1,6,3,6,3,1,3,1,1,6,3,6,2,4,39,2,2,5,1,4
"1459",1,1,6,2,3,6,1,1,1,1,4,4,6,4,49,5,1,8,2,4
"1460",1,4,4,6,4,5,4,4,4,5,3,4,2,3,50,3,1,13,1,4
"1461",1,6,5,6,1,6,1,1,1,5,3,2,1,1,65,3,1,13,1,4
"1462",NA,3,5,4,4,3,1,1,1,5,2,3,4,2,50,6,1,11,2,3
"1463",2,2,3,4,6,4,3,3,1,4,1,3,1,4,32,6,1,4,2,3
"1464",1,6,6,4,6,6,5,6,6,3,5,4,4,3,38,4,1,7,2,3
"1465",1,6,1,6,1,6,6,5,1,1,1,3,1,NA,61,3,1,NA,1,1
"1466",1,6,4,2,2,5,5,1,2,1,4,6,1,3,69,4,3,15,2,4
"1467",1,5,5,6,4,5,3,1,1,2,2,5,3,2,43,3,1,4,1,3
"1468",1,4,1,5,1,4,4,2,1,6,5,1,1,1,32,2,4,4,2,1
"1469",1,1,6,6,4,6,5,4,6,4,1,4,1,3,50,3,2,13,2,4
"1470",1,6,6,6,1,NA,NA,NA,NA,NA,NA,4,NA,1,89,1,4,1,2,1
"1471",1,2,5,5,1,4,4,1,3,5,5,5,4,3,35,5,1,12,2,2
"1472",2,6,5,5,5,5,1,1,2,5,6,5,3,3,80,4,3,12,2,2
"1473",1,5,6,6,2,6,3,4,1,5,5,3,5,2,42,3,1,8,2,2
"1474",1,1,5,4,4,3,4,4,3,2,3,2,2,3,37,NA,4,1,2,3
"1475",1,3,4,6,1,3,2,3,2,3,5,3,2,4,46,2,1,13,1,3
"1476",1,6,2,5,1,4,2,1,4,1,4,6,1,3,72,4,3,4,2,2
"1477",1,5,3,4,3,6,2,5,1,5,2,5,1,2,50,3,1,6,1,4
"1478",1,4,5,1,3,1,3,1,4,4,4,5,4,3,70,6,3,6,2,4
"1479",1,6,1,6,1,4,1,3,1,4,3,4,1,2,79,4,3,1,2,4
"1480",1,6,1,6,1,3,4,1,1,3,1,3,1,3,61,1,1,3,2,1
"1481",1,6,1,4,1,3,2,5,3,4,4,3,1,2,76,5,2,6,2,1
"1482",1,2,1,3,1,4,4,1,1,4,4,3,1,2,49,4,2,13,2,4
"1483",2,1,6,3,6,5,3,2,6,5,4,5,1,4,49,4,1,10,1,4
"1484",1,5,5,5,4,5,2,2,5,6,4,4,1,NA,43,3,1,NA,1,1
"1485",1,3,4,6,1,6,1,3,6,1,6,3,1,2,68,1,4,4,2,2
"1486",1,4,4,6,1,6,1,6,NA,4,4,4,1,2,74,4,3,9,1,2
"1487",1,4,1,5,1,4,4,4,1,6,3,4,1,1,38,3,1,6,2,2
"1488",1,1,4,4,2,6,1,3,1,3,5,3,1,3,53,5,2,12,2,4
"1489",1,5,1,4,1,6,6,6,1,5,5,1,1,1,29,3,1,4,1,3
"1490",1,2,1,3,1,5,4,1,1,6,5,2,2,2,49,4,1,12,2,4
"1491",2,6,4,6,1,6,1,1,1,1,6,6,6,1,71,4,3,8,1,4
"1492",1,3,2,3,4,4,1,1,3,5,2,4,2,2,61,5,4,7,2,1
"1493",1,3,1,6,2,6,3,4,4,4,2,4,1,NA,40,3,2,NA,1,1
"1494",1,5,5,3,4,1,3,4,1,4,2,3,1,5,66,5,1,15,1,1
"1495",1,4,5,6,1,5,4,2,1,4,4,6,1,3,78,3,3,5,2,2
"1496",2,1,5,5,5,6,4,1,3,4,4,3,3,3,33,4,1,7,1,3
"1497",2,1,1,6,6,6,6,6,4,6,4,6,1,NA,37,5,1,NA,1,4
"1498",1,5,1,4,1,4,5,2,1,4,2,4,1,2,35,3,4,3,2,3
"1499",1,3,6,6,6,5,1,1,1,1,1,5,6,4,54,4,2,NA,2,1
"1500",2,6,6,6,6,6,6,6,6,6,6,6,6,1,32,3,1,5,1,2
"1501",1,3,6,3,5,1,2,1,2,4,4,3,5,4,55,4,1,11,2,3
"1502",1,2,1,4,1,6,4,6,1,3,1,5,1,NA,47,4,1,NA,1,1
"1503",2,1,5,6,1,3,4,1,1,4,4,5,1,1,41,2,4,1,2,1
"1504",2,1,1,3,6,5,4,1,6,3,1,4,1,3,22,4,4,2,2,2
"1505",1,3,3,4,1,5,4,3,4,4,4,2,1,NA,64,1,1,NA,1,1
"1506",1,5,NA,4,2,6,3,4,1,1,3,1,1,2,71,5,3,12,1,3
"1507",1,5,2,4,5,5,2,1,4,4,4,5,4,2,44,6,1,10,1,3
"1508",2,1,1,5,4,4,1,1,1,4,1,6,1,3,31,6,1,11,2,4
"1509",1,2,1,4,2,5,3,3,1,4,4,5,1,1,34,4,1,7,1,3
"1510",2,1,6,6,4,6,5,4,3,2,2,3,1,2,61,3,1,5,2,3
"1511",1,5,3,5,4,5,5,3,3,4,2,5,2,2,43,4,2,7,2,1
"1512",1,6,1,5,1,1,1,1,1,5,1,4,1,2,48,3,1,9,1,1
"1513",1,6,5,4,2,5,4,5,1,3,2,3,1,3,42,3,1,8,1,2
"1514",2,1,1,5,1,2,1,1,1,3,2,2,2,3,46,4,2,11,2,3
"1515",1,1,6,5,4,5,1,1,4,3,6,2,6,4,31,6,1,13,2,3
"1516",1,6,4,6,4,4,3,5,4,4,3,3,1,3,53,2,4,6,1,1
"1517",1,6,5,3,4,3,3,2,3,4,2,3,1,3,32,4,4,7,2,2
"1518",1,4,1,6,1,6,6,1,1,1,1,4,1,3,68,3,4,5,2,4
"1519",1,3,6,4,3,6,3,1,3,4,1,6,2,3,48,3,1,5,2,4
"1520",1,4,5,6,1,5,5,1,3,5,5,3,2,3,57,3,1,10,2,4
"1521",1,2,6,5,2,6,2,3,5,3,2,4,4,3,45,4,1,7,1,2
"1522",1,3,6,6,6,6,4,1,1,4,5,6,1,2,84,4,3,8,1,3
"1523",1,5,1,6,1,3,1,1,1,6,2,2,1,2,44,3,1,11,2,1
"1524",2,1,4,5,5,6,1,6,1,5,1,4,1,3,41,6,1,15,1,2
"1525",1,2,1,2,1,1,5,3,1,3,5,4,1,2,71,4,1,7,1,2
"1526",1,6,2,5,1,6,2,1,1,5,1,5,1,3,71,6,3,6,1,4
"1527",2,1,1,6,1,3,5,1,1,4,1,4,1,2,43,6,2,4,2,1
"1528",1,4,1,6,1,2,2,1,1,3,3,4,1,2,81,3,3,4,1,4
"1529",1,4,5,6,4,6,1,1,6,6,6,3,3,3,38,3,1,13,1,4
"1530",1,4,2,5,2,2,2,1,2,5,3,4,2,3,37,3,1,10,2,3
"1531",1,6,1,4,1,4,5,1,1,1,1,4,1,3,52,3,1,4,2,1
"1532",2,1,5,4,4,6,1,1,2,4,4,6,4,4,37,4,4,10,2,3
"1533",1,2,1,6,3,6,NA,5,NA,5,5,3,1,2,47,4,1,11,1,2
"1534",1,3,5,4,2,6,4,1,1,5,1,6,1,2,40,5,1,7,2,3
"1535",2,1,6,1,6,6,3,3,3,4,1,6,6,3,44,6,1,15,2,3
"1536",1,1,6,6,4,5,3,6,6,5,3,5,4,4,32,1,1,5,1,4
"1537",2,2,1,5,4,6,2,2,2,4,2,3,1,2,34,4,1,10,2,2
"1538",1,6,3,6,6,6,5,6,6,5,1,5,1,3,39,2,1,10,1,4
"1539",1,2,1,6,1,6,6,6,1,6,5,1,1,3,42,1,1,5,1,1
"1540",1,5,1,2,1,6,2,1,1,3,6,3,1,2,41,6,1,14,1,4
"1541",1,4,1,5,1,6,6,6,1,5,6,2,1,1,38,3,2,7,2,1
"1542",1,5,4,6,3,1,1,6,4,4,4,2,1,3,68,4,3,6,2,3
"1543",1,6,1,5,1,4,6,1,1,4,5,1,1,1,54,2,4,1,2,3
"1544",2,1,3,6,1,6,3,4,1,2,4,1,1,1,41,3,1,15,2,4
"1545",1,5,4,5,2,4,3,3,2,3,5,3,1,3,76,2,3,2,2,2
"1546",1,3,4,6,3,4,3,1,4,4,2,3,4,4,43,4,2,2,2,3
"1547",2,1,1,5,1,4,5,3,1,4,4,5,1,2,46,3,2,5,2,1
"1548",1,3,1,6,2,6,6,3,1,6,3,5,1,3,46,5,1,15,1,4
"1549",1,1,1,6,4,4,5,1,4,4,2,4,2,2,38,2,4,1,2,1
"1550",2,1,4,5,2,3,2,1,2,4,2,5,5,3,50,4,2,11,2,1
"1551",2,1,4,6,3,6,2,3,1,2,5,3,1,NA,48,6,1,NA,1,2
"1552",2,1,6,5,5,6,5,1,1,5,1,6,6,4,42,6,1,15,1,1
"1553",1,1,6,6,6,6,6,1,3,1,1,1,6,3,52,4,4,11,2,1
"1554",1,5,4,6,6,5,4,1,1,5,1,6,1,4,45,3,1,11,2,3
"1555",1,6,1,6,1,6,3,1,1,6,4,6,1,2,49,3,1,10,1,1
"1556",2,1,5,4,2,4,3,1,3,4,3,5,4,4,48,4,1,15,2,4
"1557",2,1,5,1,1,6,2,1,2,3,2,1,3,3,46,5,1,11,2,1
"1558",1,6,6,6,6,6,1,1,1,6,3,4,4,3,50,3,1,NA,2,3
"1559",1,2,1,4,1,1,5,1,1,3,4,5,1,2,50,4,2,10,2,4
"1560",1,5,5,4,1,6,4,4,1,3,2,2,1,NA,47,6,1,NA,1,3
"1561",1,6,1,6,6,5,5,6,1,6,6,5,1,1,57,2,4,2,2,2
"1562",2,1,3,4,2,4,4,2,1,4,2,4,1,2,48,3,1,6,2,4
"1563",1,3,6,2,4,5,4,1,3,2,5,4,1,NA,48,6,1,NA,1,1
"1564",2,1,6,6,5,6,1,5,1,3,5,5,3,4,53,4,1,15,1,4
"1565",1,6,1,6,4,3,1,1,1,1,1,4,1,3,62,2,3,5,1,2
"1566",1,4,1,6,3,6,6,6,4,5,4,4,1,4,60,3,1,NA,1,4
"1567",1,4,2,6,1,6,4,5,1,3,6,2,1,1,60,4,1,13,1,4
"1568",1,5,4,6,1,6,6,4,1,6,4,6,1,1,52,4,1,7,2,2
"1569",1,3,6,6,6,4,5,1,6,4,2,3,3,4,55,4,1,12,2,3
"1570",1,5,4,6,5,6,1,1,1,4,2,5,1,3,58,4,3,6,2,1
"1571",1,5,4,6,2,5,4,2,1,3,2,4,1,2,65,5,3,10,2,2
"1572",1,1,4,6,5,6,6,6,4,6,1,4,1,4,40,3,1,13,1,1
"1573",1,5,4,5,4,4,3,4,2,2,4,2,1,2,68,4,1,12,1,2
"1574",2,1,5,4,4,5,2,2,4,4,5,5,3,3,39,6,1,14,2,2
"1575",2,1,5,3,6,6,2,1,5,5,5,4,5,4,38,5,1,8,1,2
"1576",1,1,4,5,2,3,3,1,2,5,3,4,1,2,31,5,2,11,2,3
"1577",1,6,4,6,6,5,6,2,5,3,4,5,4,3,33,4,1,7,2,4
"1578",1,4,4,6,6,6,6,6,1,6,4,4,1,4,27,4,1,8,1,4
"1579",1,1,4,4,5,6,1,2,1,4,4,4,2,4,35,5,1,11,2,4
"1580",1,4,5,4,5,5,3,1,3,4,2,3,6,3,36,4,4,10,2,4
"1581",1,3,1,5,2,5,2,3,4,5,3,2,4,2,34,4,1,8,2,1
"1582",1,1,3,4,6,1,6,3,1,3,2,4,1,3,39,3,1,10,1,1
"1583",1,2,5,4,4,4,3,4,2,5,4,4,3,3,28,4,1,5,1,2
"1584",1,5,6,6,6,1,6,5,1,1,1,6,1,1,67,3,1,14,2,3
"1585",1,4,2,5,5,5,4,2,4,5,5,4,4,1,31,3,4,1,2,3
"1586",2,1,6,3,2,5,2,1,6,2,5,4,6,4,47,4,1,13,2,4
"1587",1,1,4,5,5,2,4,2,4,6,4,4,2,3,31,3,1,7,2,4
"1588",2,2,6,4,3,5,5,2,5,4,2,5,5,2,37,5,2,15,2,3
"1589",1,1,4,4,5,6,4,1,4,4,1,5,6,3,27,4,4,10,2,2
